config,mode,profile,netem_profile,netem_seed,window,repeat,duration_s,num_workers,num_completed_tasks,num_pending_tasks,mean_ewma_tokens_per_sec,mean_ewma_step_time_s
configs/capability_demo.yaml,basic,straggler,straggler,1,0,1,3.998,3,0,1,,
configs/gale_shapley_demo.yaml,basic,straggler,straggler,1,0,1,2.010,3,0,1,,
configs/priority_demo.yaml,basic,straggler,straggler,1,0,1,2.008,2,0,2,,
configs/submit_job_demo.yaml,basic,straggler,straggler,1,0,1,4.509,2,0,2,,
