config,mode,profile,netem_profile,netem_seed,window,repeat,duration_s,num_workers,num_completed_tasks,num_pending_tasks,mean_ewma_tokens_per_sec,mean_ewma_step_time_s
config.yaml,ml,straggler,straggler,1,0,1,17.916,2,2,0,,
