config,mode,profile,netem_profile,netem_seed,window,repeat,duration_s,num_workers,num_completed_tasks,num_pending_tasks,mean_ewma_tokens_per_sec,mean_ewma_step_time_s
config.yaml,ml,degraded,degraded,1,0,1,7.951,2,2,0,,
config.yaml,ml,degraded,degraded,1,0,2,122.098,2,2,0,,
config.yaml,ml,degraded,degraded,1,0,3,122.184,2,2,0,,
